id,ticket,company,Date,headline,news,story,neu,pos,neg,a
435,GOOGL,Alphabet Inc,20150730,Google loses bid to overturn low-cost patent licenses to Microsoft ,NEW YORK In a setback for Google Inc   a U.S. appeals court ruled on Thursday that the low licensing rate Microsoft Corp  pays to use some of Google's Motorola Mobility patents had been properly set.,normal,0.938,0,0.062,-0.2732
436,GOOGL,Alphabet Inc,20150730,UPDATE 2-Google loses bid to overturn low-cost patent licenses to Microsoft ,NEW YORK  July 30 In a setback for Google Inc   a U.S. appeals court ruled on Thursday that the low licensing rate Microsoft Corp pays to use some of Google's Motorola Mobility patents had been properly set.,normal,0.942,0,0.058,-0.2732
437,GOOGL,Alphabet Inc,20150730,"Google refuses French order to apply ""right to be forgotten"" globally ","BRUSSELS Google Inc is refusing to bow to an order from the French privacy watchdog to scrub search results worldwide when users invoke their ""right to be forgotten"" online  it said on Thursday  exposing itself to possible fines.",normal,0.839,0,0.161,-0.6908
438,GOOGL,Alphabet Inc,20150730,"UPDATE 2-Google refuses French order to apply ""right to be forgotten"" globally ",* French watchdog to decide on way forward within two months   (Adds comment from French data protection authority),normal,1,0,0,0
439,GOOGL,Alphabet Inc,20150730,Google loses bid to overturn low-cost patent licenses to Microsoft ,Google Inc will have to make do with the low rate it must offer Microsoft Corp to use some of its Motorola Mobility patents after a U.S. appeals court on Thursday ruled the licensing rate had been properly set.,normal,0.946,0,0.054,-0.2732
440,GOOGL,Alphabet Inc,20150730,Google loses bid to overturn low-cost patent licenses to Microsoft ,NEW YORK  July 30 Google Inc will have to make do with the low rate it must offer Microsoft Corp to use some of its Motorola Mobility patents after a U.S. appeals court on Thursday ruled the licensing rate had been properly set.,normal,0.951,0,0.049,-0.2732
441,GOOGL,Alphabet Inc,20150729,Yelp needs help  and buyout may be the answer ,Selling itself could be one of the few options left for Yelp Inc   which is struggling to win advertising dollars in an increasingly crowded market that already includes Google Inc   TripAdvisor Inc  and GrubHub Inc .,topStory,0.833,0.096,0.071,0.25
442,GOOGL,Alphabet Inc,20150729,Yelp needs help  and buyout may be the answer ,July 29 Selling itself could be one of the few options left for Yelp Inc  which is struggling to win advertising dollars in an increasingly crowded market that already includes Google Inc  TripAdvisor Inc  and GrubHub Inc.,normal,0.841,0.091,0.067,0.25
443,GOOGL,Alphabet Inc,20150727,U.S. private sector vows to ante up on climate finance ,WASHINGTON Some of the biggest U.S. corporate names on Monday offered their support - and billions of dollars in green financing pledges - to buttress the Obama administration's quest for a global agreement on combating climate change.,topStory,0.844,0.156,0,0.7096
444,GOOGL,Alphabet Inc,20150724,Apple removes Nest Labs thermostats from U.S. stores ,Apple Inc said it had removed Nest Labs' Internet-connected thermostats from its U.S. online and retail stores  a year after the home automation maker was bought by Google Inc for $3.3 billion.,topStory,1,0,0,0
445,GOOGL,Alphabet Inc,20150724,Apple removes Nest Labs thermostats from U.S. stores ,July 24 Apple Inc said it had removed Nest Labs' Internet-connected thermostats from its U.S. online and retail stores  a year after the home automation maker was bought by Google Inc for $3.3 billion.,normal,1,0,0,0
446,GOOGL,Alphabet Inc,20150723,Oracle seeks permission to update copyright lawsuit against Google ,Oracle Corp has asked a U.S. judge for permission to update its copyright lawsuit against Google Inc  to include the Android operating system's current market dominance.,topStory,0.861,0.067,0.071,-0.0258
447,GOOGL,Alphabet Inc,20150723,Oracle seeks permission to update copyright lawsuit against Google ,Oracle Corp has asked a U.S. judge for permission to update its copyright lawsuit against Google Inc to include the Android operating system's current market dominance.,normal,0.861,0.067,0.071,-0.0258
448,GOOGL,Alphabet Inc,20150723,Oracle seeks permission to update copyright lawsuit against Google ,July 22 Oracle Corp has asked a U.S. judge for permission to update its copyright lawsuit against Google Inc to include the Android operating system's current market dominance.,normal,0.871,0.063,0.066,-0.0258
449,GOOGL,Alphabet Inc,20150722,LG Electronics shares surge on speculation of Google stake buy ,SEOUL Shares of South Korea's LG Electronics Inc  surged in morning trade on Wednesday  rising as much as 14.5 percent at one point on market speculation that Google Inc  will acquire a stake in the consumer electronics maker.,topStory,0.942,0.058,0,0.296
450,GOOGL,Alphabet Inc,20150722,LG Electronics shares surge on speculation of Google stake buy ,SEOUL  July 22 Shares of South Korea's LG Electronics Inc surged in morning trade on Wednesday  rising as much as 14.5 percent at one point on market speculation that Google Inc will acquire a stake in the consumer electronics maker.,normal,0.945,0.055,0,0.296
451,GOOGL,Alphabet Inc,20150720,Wall Street ends flat as commodity drop caps gains ,Wall Street was little changed on Monday  as a better-than-expected start to corporate earnings season boosted investor confidence  but gains were curbed by a drop in commodities.,topStory,0.685,0.228,0.086,0.5187
452,GOOGL,Alphabet Inc,20150720,Options traders grow more bullish on big tech names ,NEW YORK Trading in a key technology fund's options showed signs of growing bullishness on Monday ahead of earnings reports this week from big names in the sector  including Apple Inc   International Business Machines  and Microsoft Corp .,normal,0.954,0.046,0,0.1779
453,GOOGL,Alphabet Inc,20150720,India Morning Call-Global Markets ,NEW YORK - A major rally in Google pushed the Nasdaq to a second straight record high on Friday while weak energy stocks weighed on the Dow and S&P 500.,normal,0.777,0.129,0.094,0.0258
454,GOOGL,Alphabet Inc,20150719,RPT-Wall St Week Ahead-Investors hope tech giants repeat Google surge ,NEW YORK  July 17 Google Inc's strong quarterly results  which unleashed a massive surge in its shares on Friday  has investors feeling upbeat heading into next week's tech-heavy slate of earnings reports.,topStory,0.8,0.2,0,0.7184
455,GOOGL,Alphabet Inc,20150718,Investors hope tech giants repeat Google surge ,NEW YORK Google Inc's strong quarterly results  which unleashed a massive surge in its shares on Friday  has investors feeling upbeat heading into next week's tech-heavy slate of earnings reports.,topStory,0.788,0.212,0,0.7184
456,GOOGL,Alphabet Inc,20150717,GLOBAL MARKETS-Nasdaq ends at record; earnings  energy hit other indexes ,* Spot gold hits five-year low   (Updates to close of U.S. markets),topStory,0.826,0,0.174,-0.2732
457,GOOGL,Alphabet Inc,20150717,Wall St Week Ahead-Investors hope tech giants repeat Google surge ,NEW YORK  July 17 Google Inc's strong quarterly results  which unleashed a massive surge in its shares on Friday  has investors feeling upbeat heading into next week's tech-heavy slate of earnings reports.,normal,0.8,0.2,0,0.7184
458,GOOGL,Alphabet Inc,20150717,Google gains billions in value as YouTube drives ad growth ,Google Inc's  shares closed up 16.3 percent at $699.62 on Friday  adding about $65 billion to its market value  as strong growth in YouTube viewership eased investor concerns about Facebook Inc's  push into video. | Video ,normal,0.703,0.297,0,0.8934
459,GOOGL,Alphabet Inc,20150717,UPDATE 4-Google gains billions in value as YouTube drives ad growth ,* 27 brokerages raise price targets   (Adds stock closing price  investor comment),normal,1,0,0,0
460,GOOGL,Alphabet Inc,20150717,US STOCKS-Google propels Nasdaq to another record high close ,* Dow closes down 0.19 pct  S&P up 0.11 pct  Nasdaq up 0.91 pct   (Updates to close  adds detail),normal,1,0,0,0
461,GOOGL,Alphabet Inc,20150717,US STOCKS SNAPSHOT-Nasdaq ends at record high after Google ,NEW YORK  July 17 The Nasdaq composite closed at a record high on Friday on strong results from Google while weak energy stocks weighed on the Dow and S&P 500.,normal,0.758,0.157,0.085,0.3612
462,GOOGL,Alphabet Inc,20150717,US STOCKS-Google pushes Nasdaq to record high  other stocks mixed ,* Dow down 0.27 pct  S&P flat  Nasdaq up 0.76 pct   (Updates to afternoon  adds comment),normal,1,0,0,0
463,GOOGL,Alphabet Inc,20150717,Google self-driving car was rear-ended early July  causing injuries ,DETROIT One of Google Inc's  self-driving cars was involved in an accident early in July  in which three employees were injured when a vehicle equipped with Google technology was rear-ended by another vehicle  the company said. | Video ,normal,0.854,0,0.146,-0.7003
464,GOOGL,Alphabet Inc,20150717,US STOCKS-Google pushes Nasdaq to record; Dow  S&P slip on oil ,* Dow down 0.34 pct  S&P down 0.09 pct  Nasdaq up 0.52 pct   (Updates to early afternoon),normal,1,0,0,0
465,GOOGL,Alphabet Inc,20150717,E-commerce website Etsy shares soar after Google mention ,Shares of e-commerce website Etsy  jumped 30 percent on Friday thanks to a nod from Google  during its quarterly conference call.,normal,0.779,0.221,0,0.6249
466,GOOGL,Alphabet Inc,20150716,Google's Porat emphasizes cost control in first comments to investors ,SAN FRANCISCO In her much-awaited first remarks to investors on Thursday  Google Inc finance chief Ruth Porat stressed keeping expenses under control  which helped send the company's stock to record highs in after-hours trading.,topStory,0.932,0,0.068,-0.34
467,GOOGL,Alphabet Inc,20150716,Google's Porat emphasizes cost control in first comments to investors ,SAN FRANCISCO  July 16 In her much-awaited first remarks to investors on Thursday  Google Inc finance chief Ruth Porat stressed keeping expenses under control  which helped send the company's stock to record highs in after-hours trading.,normal,0.936,0,0.064,-0.34
468,GOOGL,Alphabet Inc,20150716,UPDATE 4-Google rallies as profit beats forecasts on ad revenue growth ,BENGALURU/SAN FRANCISCO July 16 Shares of Google Inc rose nearly 12 percent after the Web search leader's profit beat forecasts for the first time in the last six quarters  boosted by strong advertising revenue and comments by its new chief financial officer on disciplined spending.,normal,0.79,0.21,0,0.872
469,GOOGL,Alphabet Inc,20150716,Bullish options bets on Google set to pay off big ,NEW YORK Some bullish bets on Google Inc's shares  placed ahead of its second-quarter results on Thursday  look set to reap big profits with the shares up 9.5 percent in trading after the bell.,normal,0.809,0.191,0,0.743
470,GOOGL,Alphabet Inc,20150716,US STOCKS-Wall St rises; eBay  Netflix push Nasdaq to record high ,* Indexes up: Dow 0.39 pct  S&P 0.8 pct  Nasdaq 1.26 pct   (Updates to close  adds detail),normal,1,0,0,0
471,GOOGL,Alphabet Inc,20150716,Google wins dismissal of Android privacy lawsuit ,Google Inc won the dismissal of a lawsuit by Android users who said the company violated its own privacy policy by disclosing their names  email addresses and account locations to third parties without permission  to boost advertising revenue.,normal,0.696,0.139,0.164,-0.0408
472,GOOGL,Alphabet Inc,20150716,Google wins dismissal of Android privacy lawsuit ,Google Inc won the dismissal of a lawsuit by Android users who said the company violated its own privacy policy by disclosing their names  email addresses and account locations to third parties without permission  to boost advertising revenue.,normal,0.696,0.139,0.164,-0.0408
473,GOOGL,Alphabet Inc,20150716,Google wins dismissal of Android privacy lawsuit ,July 16 Google Inc won the dismissal of a lawsuit by Android users who said the company violated its own privacy policy by disclosing their names  email addresses and account locations to third parties without permission  to boost advertising revenue.,normal,0.709,0.133,0.158,-0.0408
474,GOOGL,Alphabet Inc,20150716,UPDATE 2-Obama launches project for more broadband in public housing ,"WASHINGTON/DURANT  Okla.  July 15 U.S. President Barack Obama announced a pilot project on Wednesday aimed at expanding broadband access for people who live in public housing  part of an effort to close what Obama called the ""digital divide"" between rich and poor.",normal,0.853,0.079,0.068,0.128
475,GOOGL,Alphabet Inc,20150708,German car makers in stand-off with Nokia over bid for maps business HERE -sources ,FRANKFURT  July 8 Germany's big car makers have reached a stand-off with Nokia in their joint bid to buy the Finnish company's maps business HERE  while rival offers appear to be unravelling  sources familiar with the process said.,normal,0.962,0.038,0,0.1027
476,GOOGL,Alphabet Inc,20150707,UPDATE 1-Google begins testing self-driving prototype cars in Austin  Texas ,DETROIT  July 7 Google Inc has begun testing its self-driving cars in Austin  Texas  expanding efforts to gather information on how the prototypes interact with traffic  road conditions and people  the company said early Tuesday.,topStory,1,0,0,0
477,GOOGL,Alphabet Inc,20150706,Brazil's Rousseff tops off U.S. tour with Silicon Valley visit , (This July 1 story has been corrected to remove reference to Brazil being second-largest market for Apple) | Video ,topStory,1,0,0,0
478,GOOGL,Alphabet Inc,20150706,CORRECTED-Brazil's Rousseff tops off U.S. tour with Silicon Valley visit ,SAN FRANCISCO  July 1 Brazil's President Dilma Rousseff capped off her U.S. tour on Wednesday with a visit to Silicon Valley  where she met with top technology executives and took a ride in Google Inc's self-driving car.,normal,0.948,0.052,0,0.2023
479,GOOGL,Alphabet Inc,20150706,Google's Waze to start carpooling pilot programme in Israel ,JERUSALEM  July 6 Google-owned online mapping company Waze is launching a carpooling pilot programme in Israel where commuters pay fellow drivers a small fee for a ride to and from work.,normal,0.949,0,0.051,-0.1027
480,GOOGL,Alphabet Inc,20150701,Brazil's Rousseff tops off U.S. tour with Silicon Valley visit ,SAN FRANCISCO Brazil's President Dilma Rousseff capped off her U.S. tour on Wednesday with a visit to Silicon Valley  where she met with top technology executives and took a ride in Google Inc's self-driving car.,topStory,0.947,0.053,0,0.2023
481,GOOGL,Alphabet Inc,20150701,Brazil's Rousseff tops off U.S. tour with Silicon Valley visit ,SAN FRANCISCO  July 1 Brazil's President Dilma Rousseff capped off her U.S. tour on Wednesday with a visit to Silicon Valley  where she met with top technology executives and took a ride in Google Inc's self-driving car.,normal,0.948,0.052,0,0.2023
482,GOOGL,Alphabet Inc,20150701,YouTube not liable on copyright  but needs to do more - German court ,A German court reaffirmed on Wednesday that YouTube was only responsible for blocking copyright-infringing videos which had been brought to its attention  but the judicial panel said the Google video unit could do more to stop breaches.,normal,0.832,0.042,0.126,-0.5216
483,GOOGL,Alphabet Inc,20150701,UPDATE 1-BMW manager: could imagine partnerships with IT firms ,* BMW open to partnerships  production chief says   (Adds statement from BMW production chief),normal,1,0,0,0
484,GOOGL,Alphabet Inc,20150630,UPDATE 1-Capital controls mean Greeks can click  but not buy ,* Many online suppliers handle payment from single European centre,topStory,1,0,0,0
485,GOOGL,Alphabet Inc,20150630,YouTube wins German court case over artists' fees ,MUNICH  Germany Google won a legal victory on Tuesday over German performing rights organisation Gema  which had sought to make the company's video-sharing service YouTube pay each time users watched music videos by artists it represents.,normal,0.829,0.135,0.036,0.5859
486,GOOGL,Alphabet Inc,20150630,YouTube wins German court case over artists' fees ,MUNICH  Germany  June 30 Google won a legal victory on Tuesday over German performing rights organisation Gema  which had sought to make the company's video-sharing service YouTube pay each time users watched music videos by artists it represents.,normal,0.837,0.128,0.034,0.5859
487,GOOGL,Alphabet Inc,20150630,Ryanair to allow Greek customers to pay cash ,DUBLIN Europe's largest low-cost carrier Ryanair  will allow Greek customers to pay with cash after capital controls caused problems with credit card payments on its web site.,normal,0.728,0.142,0.13,0.1027
488,GOOGL,Alphabet Inc,20150630,Capital controls mean Greeks can click  but not buy ,* Many online suppliers handle payment from single European centre,normal,1,0,0,0
489,GOOGL,Alphabet Inc,20150630,Microsoft hands display ads to AOL  maps to Uber ,SEATTLE Microsoft Corp  said on Monday it will hand over its display advertising business to AOL Inc and sell some map-generating technology to ride-hailing app company Uber  as it slims down its money-losing online operations.,normal,0.914,0.086,0,0.4939
490,GOOGL,Alphabet Inc,20150629,Two rival self-driving cars have close call in California ,MOUNTAIN VIEW  Calif. (This June 25  2015 story was changed to show attribution in the last sentence to the companies  instead of the California Department of Motor Vehicles and the companies),topStory,0.958,0.042,0,0.0772
491,GOOGL,Alphabet Inc,20150629,UPDATE 4-Microsoft hands display ads to AOL  maps to Uber ,SEATTLE  June 29 Microsoft Corp said on Monday it will hand over its display advertising business to AOL Inc and sell some map-generating technology to ride-hailing app company Uber  as it slims down its money-losing online operations.,normal,0.918,0.082,0,0.4939
492,GOOGL,Alphabet Inc,20150629,CORRECTED-Two rival self-driving cars have close call in California ,MOUNTAIN VIEW  Calif.  June 25 Two self-driving prototype cars  one operated by Google Inc and the other by Delphi Automotive Plc  had a close call on a Silicon Valley street earlier this week  a Delphi executive told Reuters on Thursday.,normal,1,0,0,0
493,GOOGL,Alphabet Inc,20150629,U.S. top court declines to hear Google appeal in Oracle Java fight ,WASHINGTON/SAN FRANCISCO Oracle Corp  won a major legal victory on Monday in a closely watched copyright case involving the company's Java programing language as the U.S. Supreme Court declined to hear Google Inc's  appeal.,normal,0.767,0.233,0,0.8316
494,GOOGL,Alphabet Inc,20150629,Google has until August 17 to reply to EU antitrust charges ,BRUSSELS Google Inc  has been given until mid-August to head off EU charges of abusing its market power in a dozen EU countries and stave off a possible billion-euro fine.,normal,0.784,0.056,0.16,-0.5106
495,GOOGL,Alphabet Inc,20150629,UPDATE 1-Google has until Aug. 17 to reply to EU antitrust charges ,BRUSSELS  June 29 Google Inc has been given until mid-August to head off EU charges of abusing its market power in a dozen EU countries and stave off a possible billion-euro fine.,normal,0.796,0.053,0.15,-0.5106
496,GOOGL,Alphabet Inc,20150629,U.S. top court declines to hear Google appeal in Oracle Java fight ,WASHINGTON/SAN FRANCISCO Oracle Corp  won a major legal victory on Monday in a closely watched copyright case involving the company's Java programming language as the U.S. Supreme Court declined to hear Google Inc's  appeal.,normal,0.767,0.233,0,0.8316
497,GOOGL,Alphabet Inc,20150629,UPDATE 3-U.S. top court declines to hear Google appeal in Oracle Java fight ,WASHINGTON/SAN FRANCISCO  June 29 Oracle Corp  won a major legal victory on Monday in a closely watched copyright case involving the company's Java programming language as the U.S. Supreme Court declined to hear Google Inc's  appeal.,normal,0.779,0.221,0,0.8316
498,GOOGL,Alphabet Inc,20150629,U.S. Supreme Court declines to hear Google appeal in Oracle software fight ,WASHINGTON  June 29 The U.S. Supreme Court on Monday declined to hear Google Inc's appeal in a major software copyright case  leaving intact a ruling that would allow Oracle Corp to charge licensing fees for the use of some of its Java programming language.,normal,0.842,0.158,0,0.743
499,GOOGL,Alphabet Inc,20150627,Delphi says self-driving car didn't come close to Google's car ,"Delphi Automotive PLC  on Friday offered a new description of an encounter on a California road between one of its prototype self-driving cars and a self-driving vehicle operated by Google Inc   saying ""the vehicles didn't even come close to each other.""",topStory,1,0,0,0
500,GOOGL,Alphabet Inc,20150627,Delphi says self-driving car didn't come close to Google's car ,"June 26 Delphi Automotive PLC on Friday offered a new description of an encounter on a California road between one of its prototype self-driving cars and a self-driving vehicle operated by Google Inc  saying ""the vehicles didn't even come close to each other.""",normal,1,0,0,0
501,GOOGL,Alphabet Inc,20150626,Google starts road tests of new self-driving car prototypes ,SAN FRANCISCO Google Inc  said on Thursday it had started testing the latest prototypes of its self-driving cars on Mountain View  California roads  with safety drivers aboard.,topStory,0.865,0.135,0,0.4404
502,GOOGL,Alphabet Inc,20150626,Two rival self-driving cars have close call in California ,MOUNTAIN VIEW  Calif. Two self-driving prototype cars  one operated by Google Inc and the other by Delphi Automotive Plc  had a close call on a Silicon Valley street earlier this week  a Delphi executive told Reuters on Thursday.,normal,1,0,0,0
503,GOOGL,Alphabet Inc,20150626,Two rival self-driving cars have close call in California ,MOUNTAIN VIEW  Calif.  June 25 Two self-driving prototype cars  one operated by Google Inc and the other by Delphi Automotive Plc  had a close call on a Silicon Valley street earlier this week  a Delphi executive told Reuters on Thursday.,normal,1,0,0,0
504,GOOGL,Alphabet Inc,20150625,Google starts road tests of new self-driving car prototypes ,SAN FRANCISCO Google Inc  said on Thursday it had started testing the latest prototypes of its self-driving cars on Mountain View  California roads  with safety drivers aboard.,topStory,0.865,0.135,0,0.4404
505,GOOGL,Alphabet Inc,20150625,UPDATE 2-OneWeb sets record launch plan after $500 mln funding ,* OneWeb announces historic rocket launch deal   (Adds Virgin Galactic comments  details),normal,1,0,0,0
506,GOOGL,Alphabet Inc,20150625,UPDATE 1-Google starts road tests of new self-driving car prototypes ,SAN FRANCISCO  June 25 Google Inc said on Thursday it had started testing the latest prototypes of its self-driving cars on Mountain View  California roads  with safety drivers aboard.,normal,0.874,0.126,0,0.4404
507,GOOGL,Alphabet Inc,20150625,Google starts road tests of new self-driving car prototypes ,June 25 Google Inc said it had started testing the latest prototypes of its self-driving cars on Mountain View  California roads  with safety drivers aboard.,normal,0.855,0.145,0,0.4404
508,GOOGL,Alphabet Inc,20150625,Bharti Enterprises buys stake in satellite internet startup OneWeb ,MUMBAI Internet delivered globally via satellites came a step closer on Thursday after a group of global investors agreed to put $500 million into OneWeb Ltd  one of the largest corporate venture financings so far this year.,normal,0.942,0.058,0,0.2732
509,GOOGL,Alphabet Inc,20150625,German utilities shed old skin as new technology dictates change ,FRANKFURT  June 25 Germany's utilities are preparing for their next battle. While  fighting to turn a profit as energy policy hammers their businesses  energy groups now fear technology companies disrupting what has been seen as a safe if worthy sector.,normal,0.586,0.252,0.162,0.5574
510,GOOGL,Alphabet Inc,20150624,Google Genomics adds Broad Institute's DNA analysis toolkit ,NEW YORK Google Genomics  the cloud-based computing business that is racing to increase its share of online DNA analytics  on Wednesday began offering a cloud service version of the popular DNA analysis software from the Broad Institute  a biomedical research organization.,topStory,0.831,0.169,0,0.743
511,GOOGL,Alphabet Inc,20150624,Google Genomics adds Broad Institute's DNA analysis toolkit ,NEW YORK  June 24 Google Genomics  the cloud-based computing business that is racing to increase its share of online DNA analytics  on Wednesday began offering a cloud service version of the popular DNA analysis software from the Broad Institute  a biomedical research organization.,normal,0.839,0.161,0,0.743
512,GOOGL,Alphabet Inc,20150623,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,topStory,0.927,0.073,0,0.4588
513,GOOGL,Alphabet Inc,20150623,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO  June 23 Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,normal,0.93,0.07,0,0.4588
514,GOOGL,Alphabet Inc,20150623,Getty Images takes Google grievance to EU antitrust regulators ,BRUSSELS Getty Images [GETTY.UL] has become the latest company to take its grievances with Google to EU antitrust regulators as it accused the world's most popular Internet search engine of favoring its own images service at the expense of rivals.,normal,0.773,0.126,0.101,0.2944
515,GOOGL,Alphabet Inc,20150623,Getty Images takes Google grievance to EU antitrust regulators ,BRUSSELS  June 23 Getty Images has become the latest company to take its grievances with Google  to EU antitrust regulators as it accused the world's most popular Internet search engine of favouring its own images service at the expense of rivals.,normal,0.786,0.115,0.1,0.1761
516,GOOGL,Alphabet Inc,20150622,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,topStory,0.823,0.093,0.085,0.0772
517,GOOGL,Alphabet Inc,20150622,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON  June 22 Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,normal,0.831,0.088,0.081,0.0772
518,GOOGL,Alphabet Inc,20150619,PRESS DIGEST- British Business - June 19 ,The following are the top stories on the business pages of British newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,normal,0.933,0.067,0,0.2023
519,GOOGL,Alphabet Inc,20150618,Deals of the day- Mergers and acquisitions ,June 18 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,topStory,1,0,0,0
520,GOOGL,Alphabet Inc,20150618,Front runner: IPO gives Fitbit firepower in crowded market ,Just as Kleenex has become a generic term for face tissue and Google for online search  Fitbit is fast becoming a byword for wearable fitness gear.,normal,0.916,0.084,0,0.2732
521,GOOGL,Alphabet Inc,20150618,Front runner: IPO gives Fitbit firepower in crowded market ,June 18 Just as Kleenex has become a generic term for face tissue and Google for online search  Fitbit is fast becoming a byword for wearable fitness gear.,normal,0.923,0.077,0,0.2732
522,GOOGL,Alphabet Inc,20150618,Google critics given month to comment on EU antitrust charges ,European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal,0.814,0,0.186,-0.6597
523,GOOGL,Alphabet Inc,20150618,Google critics given month to comment on EU antitrust charges ,LONDON European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal,0.819,0,0.181,-0.6597
524,GOOGL,Alphabet Inc,20150618,Google critics given month to comment on EU antitrust charges ,LONDON  June 18 European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal,0.829,0,0.171,-0.6597
525,GOOGL,Alphabet Inc,20150618,Permira  Google may jointly bid for Tesco's data unit: source ,Internet search giant Google Inc  and private equity fund Permira [PERM.UL] are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal,0.966,0.034,0,0.0258
526,GOOGL,Alphabet Inc,20150618,Permira  Google may jointly bid for Tesco's data unit - source ,June 18 Internet search giant Google Inc  and private equity fund Permira are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal,0.967,0.033,0,0.0258
527,GOOGL,Alphabet Inc,20150618,BRIEF-Ingenico Group and Google collaborate on cross-border e-commerce ,* Ingenico Payment Services and Google will launch the collaboration with a pilot solution in Belgium as a first step,normal,0.874,0.126,0,0.3182
528,GOOGL,Alphabet Inc,20150616,Critics due to get EU's Google antitrust charge sheet this week: sources ,BRUSSELS Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,topStory,0.894,0.061,0.045,-0.0516
529,GOOGL,Alphabet Inc,20150616,Critics due to get EU's Google antitrust charge sheet this week - sources ,BRUSSELS  June 16 Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,normal,0.898,0.059,0.043,-0.0516
530,GOOGL,Alphabet Inc,20150616,Airbus to build satellites for OneWeb to beam Internet from space ,CAPE CANAVERAL  Fla Europe's Airbus Group will design and build about 900 satellites for privately owned OneWeb Ltd  which plans to offer  high-speed  space-based Internet access to billions of people worldwide  company officials said on Monday.,normal,1,0,0,0
531,GOOGL,Alphabet Inc,20150616,Airbus to build satellites for OneWeb to beam Internet from space ,CAPE CANAVERAL  Fla. June 15 Europe's Airbus Group will design and build about 900 satellites for privately owned OneWeb Ltd  which plans to offer  high-speed  space-based Internet access to billions of people worldwide  company officials said on Monday.,normal,1,0,0,0
532,GOOGL,Alphabet Inc,20150615,Mobli takes on Internet giants with event-based photo and video search ,TEL AVIV Israeli start-up Mobli Media Inc is taking on Internet giants Google  Facebook and Yahoo with an innovative online search tool to find the latest photos and videos across social media  the company said on Monday.,topStory,0.925,0.075,0,0.4404
533,GOOGL,Alphabet Inc,20150615,Mobli takes on Internet giants with event-based photo and video search ,TEL AVIV  June 15 Israeli start-up Mobli Media Inc is taking on Internet giants Google  Facebook  and Yahoo with an innovative online search tool to find the latest photos and videos across social media  the company said on Monday.,normal,0.929,0.071,0,0.4404
534,GOOGL,Alphabet Inc,20150612,UPDATE 1-Google launches a YouTube built for gamers ,"June 12 Google Inc said on Friday that it is launching a live streaming gaming service called ""YouTube Gaming""  creating a rival to Amazon.com Inc's Twitch service.",topStory,0.916,0.084,0,0.296
535,GOOGL,Alphabet Inc,20150612,Twitter seeks new CEO  and more users  as Costolo exits ,Some things can't be summed up in 140 characters. | Video ,normal,1,0,0,0
536,GOOGL,Alphabet Inc,20150612,Exclusive: BlackBerry may put Android system on new device: sources ,TORONTO BlackBerry  is considering equipping an upcoming smartphone with Google Inc.'s  Android software for the first time  an acknowledgement that its revamped line of devices has failed to win mass appeal  according to four sources familiar with the matter. | Video ,normal,0.819,0.108,0.073,0.1531
537,GOOGL,Alphabet Inc,20150612,French watchdog pressures Google on right 'to be forgotten' ,"PARIS Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal,0.947,0.053,0,0.2023
538,GOOGL,Alphabet Inc,20150612,"UPDATE 2-French watchdog pressures Google on right ""to be forgotten"" ","PARIS  June 12 Google must scrub search results worldwide when it agrees to requests from users to be ""forgotten""  rather than just from European versions of its website  France's data protection regulator said on Friday.",normal,0.95,0.05,0,0.2023
539,GOOGL,Alphabet Inc,20150612,"French regulator ups pressure on Google on ""right to be forgotten"" ","PARIS  June 12 France's data protection regulator has ordered Google to remove information from all versions of its search engine  not just European ones  when users' requested to scrub some results under the so-called ""right to be forgotten"".",normal,1,0,0,0
