id,ticket,company,date,headline,news,story,neu,pos,neg,compound
1657,AAPL,Apple Inc,20170125,Apple sues Qualcomm in Beijing seeking 1 billion yuan ,WASHINGTON  Jan 25 Apple Inc filed a lawsuit against Qualcomm Inc in Beijing  alleging that the chip supplier abused its clout in the chip industry and seeking 1 billion yuan ($145.32 million) in damages  Beijing's Intellectual Property Court said in a statement on Wednesday.,normal,0.764,0.068,0.167,-0.5859
1658,AAPL,Apple Inc,20170124,U.S. trade commission to probe Nokia complaint against Apple ,WASHINGTON The U.S. International Trade Commission said on Tuesday it will investigate a complaint by Nokia Technologies alleging that Apple Inc has imported smart phones  tablet computers and other electronics that infringe upon its patents.,topStory,0.867,0.073,0.06,0.128
1659,AAPL,Apple Inc,20170124,UPDATE 1-BlackRock to ask if companies spend cash from tax holiday on growth ,Jan 24 BlackRock Inc will scrutinize how companies plan to use the cash they bring back to the United States as part of a tax holiday backed by U.S. President Donald Trump  CEO Larry Fink said in a letter distributed on Tuesday.,normal,0.849,0.151,0,0.6808
1660,AAPL,Apple Inc,20170124,U.S. trade commission to probe Nokia complaint against Apple ,WASHINGTON  Jan 24 The U.S. International Trade Commission said on Tuesday it will investigate a complaint by Nokia Technologies alleging that Apple Inc has imported smart phones  tablet computers and other electronics that infringe upon its patents.,normal,0.874,0.069,0.057,0.128
1661,AAPL,Apple Inc,20170124,BlackRock to ask if companies spend cash from tax holiday on growth ,Jan 24 BlackRock Inc will scrutinize how companies plan to use the cash they bring back to the United States as part of a tax holiday backed by U.S. President Donald Trump  CEO Larry Fink said in a letter distributed on Tuesday.,normal,0.849,0.151,0,0.6808
1662,AAPL,Apple Inc,20170122,Chief of Taiwan's Foxconn says rise of protectionism unavoidable ,TAIPEI The head of Foxconn  the world's largest contract manufacturer of electronic goods and a major Apple Inc supplier  said on Sunday that the rise of protectionism is unavoidable.,topStory,1,0,0,0
1663,AAPL,Apple Inc,20170122,Chief of Taiwan's Foxconn says rise of protectionism unavoidable ,TAIPEI  Jan 22 The head of Foxconn  the world's largest contract manufacturer of electronic goods and a major Apple Inc supplier  said on Sunday that the rise of protectionism is unavoidable.,normal,1,0,0,0
1664,AAPL,Apple Inc,20170121,Apple files $1 billion lawsuit against chip supplier Qualcomm ,Apple Inc filed a $1 billion lawsuit against supplier Qualcomm Inc on Friday  days after the U.S. government accused the chip maker of resorting to anticompetitive tactics to maintain a monopoly over key semiconductors in mobile phones.,topStory,0.889,0,0.111,-0.4767
1665,AAPL,Apple Inc,20170121,Apple files $1 billion lawsuit against chip supplier Qualcomm ,Apple Inc filed a $1 billion lawsuit against supplier Qualcomm Inc on Friday  days after the U.S. government accused the chip maker of resorting to anticompetitive tactics to maintain a monopoly over key semiconductors in mobile phones.,normal,0.889,0,0.111,-0.4767
1666,AAPL,Apple Inc,20170121,"BRIEF-Qualcomm terms Apple's claims on lawsuit ""baseless"" ",* Says that Apple's claims are baseless  Source text for Eikon:  Further company coverage:,normal,1,0,0,0
1667,AAPL,Apple Inc,20170121,UPDATE 4-Apple files $1 billion lawsuit against chip supplier Qualcomm ,Jan 20 Apple Inc filed a $1 billion lawsuit against supplier Qualcomm Inc on Friday  days after the U.S. government accused the chip maker of resorting to anticompetitive tactics to maintain a monopoly over key semiconductors in mobile phones.,normal,0.895,0,0.105,-0.4767
1668,AAPL,Apple Inc,20170120,Canada's Competition Bureau reaches deal with Apple  publishers ,OTTAWA Canada's business competition watchdog said on Friday it had reached an agreement with Apple Inc and three major e-book publishers that will allow retailers to offer discounts to customers.,topStory,0.806,0.194,0,0.6705
1669,AAPL,Apple Inc,20170120,Canada's Competition Bureau reaches deal with Apple  publishers ,OTTAWA  Jan 20 Canada's business competition watchdog said on Friday it had reached an agreement with Apple Inc and three major e-book publishers that will allow retailers to offer discounts to customers.,normal,0.817,0.183,0,0.6705
1670,AAPL,Apple Inc,20170119,EU antitrust regulators welcome Amazon  Apple audiobook deal ,BRUSSELS/FRANKFURT A decision by Amazon and Apple to scrap all exclusivity obligations in the supply and distribution of audiobooks will likely boost competition  EU antitrust regulators said on Thursday.,topStory,0.855,0.145,0,0.5267
1671,AAPL,Apple Inc,20170119,UPDATE 1-EU antitrust regulators welcome Amazon  Apple audiobook deal ,* Deal will likely boost competition - regulator   (Adds German regulator closing probe  background  comment),normal,0.816,0.184,0,0.4019
1672,AAPL,Apple Inc,20170119,EU antitrust regulators welcome Amazon  Apple audiobook agreement ,BRUSSELS  Jan 19 A decision by Amazon  and Apple to scrap all exclusivity obligations in the supply and distribution of audiobooks will likely boost competition  EU antitrust regulators said on Thursday.,normal,0.864,0.136,0,0.5267
1673,AAPL,Apple Inc,20170119,Indian government wants Apple  but not all officials are biting ,NEW DELHI Some Indian officials have balked at Apple's  demands for concessions before it assembles iPhones there  raising doubts about a spring deadline to launch a key project in Prime Minister Narendra Modi's campaign to lure foreign investors.,normal,0.941,0,0.059,-0.296
1674,AAPL,Apple Inc,20170117,After pound's fall  Apple to hike British app store prices ,LONDON Tech giant Apple is set to raise the prices of its apps in Britain by around 25 percent after the steep drop in sterling following Britain's vote to leave the European Union.,topStory,0.904,0,0.096,-0.3182
1675,AAPL,Apple Inc,20170117,After pound's fall  Apple to hike British app store prices ,LONDON  Jan 17 Tech giant Apple is set to raise the prices of its apps in Britain by around 25 percent after the steep drop in sterling following Britain's vote to leave the European Union.,normal,0.909,0,0.091,-0.3182
1676,AAPL,Apple Inc,20170112,U.S. appeals court revives antitrust lawsuit against Apple ,SAN FRANCISCO iPhone app purchasers may sue Apple Inc over allegations that the company monopolized the market for iPhone apps by not allowing users to purchase them outside the App Store  leading to higher prices  a U.S. appeals court ruled on Thursday.,topStory,0.955,0,0.045,-0.2263
1677,AAPL,Apple Inc,20170112,U.S. appeals court revives antitrust lawsuit against Apple ,SAN FRANCISCO iPhone app purchasers may sue Apple Inc over allegations that the company monopolized the market for iPhone apps by not allowing users to purchase them outside the App Store  leading to higher prices  a U.S. appeals court ruled on Thursday.,normal,0.955,0,0.045,-0.2263
1678,AAPL,Apple Inc,20170112,UPDATE 1-U.S. appeals court revives antitrust lawsuit against Apple ,SAN FRANCISCO  Jan 12 iPhone app purchasers may sue Apple Inc over allegations that the company monopolized the market for iPhone apps by not allowing users to purchase them outside the App Store  leading to higher prices  a U.S. appeals court ruled on Thursday.,normal,0.957,0,0.043,-0.2263
1679,AAPL,Apple Inc,20170112,Taiwan's TSMC chief praises Trump's U.S. jobs goal as fourth-quarter profit sets record ,TAIPEI The chief of Taiwan's TSMC   the world's largest contract chipmaker and a major Apple Inc  supplier  on Thursday praised the goal of U.S. President-elect Donald Trump to create more jobs in the United States.,normal,0.793,0.207,0,0.7964
1680,AAPL,Apple Inc,20170112,UPDATE 2-Taiwan's TSMC chief praises Trump's US jobs goal as Q4 profit sets record ,* Q4 net profit rises 38 pct to quarterly record of $3.2 bln   (Adds more comments from TSMC executives),normal,0.854,0.146,0,0.4404
1681,AAPL,Apple Inc,20170112,Taiwan's TSMC Q4 net rises 37.6 pct y/y to quarterly record  beats estimates ,TAIPEI  Jan 12 Taiwan Semiconductor Manufacturing Co Ltd (TSMC)  the world's largest contract chipmaker and major supplier to Apple Inc  said on Thursday its net profit in the fourth quarter of last year rose 37.6 percent from a year earlier to T$100.2 billion ($3.15 billion)  a quarterly record.,normal,0.939,0.061,0,0.4404
1682,AAPL,Apple Inc,20170111,Tesla taps Apple engineer for Autopilot software ,Electric carmaker Tesla Motors Inc  has hired a key Apple Inc  software engineer to oversee its Autopilot self-driving software efforts  Tesla said in a blog post Tuesday.,topStory,1,0,0,0
1683,AAPL,Apple Inc,20170111,Tesla taps Apple engineer for Autopilot software ,Jan 10 Electric carmaker Tesla Motors Inc  has hired a key Apple Inc software engineer to oversee its Autopilot self-driving software efforts  Tesla said in a blog post Tuesday.,normal,1,0,0,0
1684,AAPL,Apple Inc,20170110,China's WeChat seeks slice of Apple's app store with 'mini' function ,BEIJING China's largest mobile social media network WeChat is offering its 768 million users a function which allows them to by-pass app stores such as Apple's .,topStory,1,0,0,0
1685,AAPL,Apple Inc,20170110,"China's WeChat seeks slice of Apple's app store with ""mini"" function ",BEIJING  Jan 10 China's largest mobile social media network WeChat is offering its 768 million users a function which allows them to by-pass app stores such as Apple's .,normal,1,0,0,0
1686,AAPL,Apple Inc,20170108,Australia shares likely to open higher  NZ flat ,Jan 9 Australian shares are expected to trade higher on Monday  mirroring gains on Wall Street that saw the Nasdaq and S&P500 hit record-highs on Friday  boosted by Apple Inc.     The record trading session followed a U.S. Labor Department report that showed the economy added fewer-than-expected jobs last month but wages increased  suggesting resilience in the labor market.[ nL1N1EV1GW]     The local share price index futures rose 0.2 pct to 5 730  a 25.6 point discount to the underl,topStory,0.868,0.132,0,0.8176
1687,AAPL,Apple Inc,20170106,US STOCKS-Boosted by Apple  Wall Street parties like it's 19 999 ,* Indexes up: Dow 0.47 pct  S&P 0.56 pct  Nasdaq 0.86 pct   (Updates to afternoon),topStory,1,0,0,0
1688,AAPL,Apple Inc,20170106,Apple plans first retail store in South Korea  posts hiring notices ,SEOUL Apple Inc  said it was planning to open a retail store in South Korea  its first in the country that is home to its smartphone archrival Samsung Electronics Co Ltd . | Video ,normal,1,0,0,0
1689,AAPL,Apple Inc,20170106,Canada's competition watchdog closes two-year Apple probe ,TORONTO Canada's Competition Bureau on Friday said it had not found sufficient evidence that Apple Inc had engaged in anti-competitive conduct  closing a two-year investigation into the iPhone maker.,normal,0.909,0.091,0,0.4019
1690,AAPL,Apple Inc,20170106,Canada's competition watchdog closes two-year Apple probe ,TORONTO  Jan 6 Canada's Competition Bureau on Friday said it had not found sufficient evidence that Apple Inc  had engaged in anti-competitive conduct  closing a two-year investigation into the iPhone maker.,normal,0.912,0.088,0,0.4019
1691,AAPL,Apple Inc,20170106,BRIEF-Apple Inc's CEO Tim Cook's total 2016 compensation was $8.7 mln versus $10.3 mln last year ,* Apple Inc - CFO Luca Maestri's 2016 total compensation was $22.8 million versus $25.3 million in 2015,normal,1,0,0,0
1692,AAPL,Apple Inc,20170105,Factbox: Apps removed from Apple's China app store ,"Apple Inc  removed the New York Times Co's  news apps from its app store in China on Dec. 23  following a request from the Chinese authorities. An Apple spokesman said the company had been informed that the app was ""in violation of local regulations"".",topStory,0.929,0,0.071,-0.4939
1693,AAPL,Apple Inc,20170105,Apple pulls New York Times apps in China after government request ,BEIJING Apple Inc  has removed the New York Times Co's  English- and Chinese-language news apps from its iTunes store in China following a request from the local authorities  the companies said separately on Thursday. | Video ,normal,1,0,0,0
1694,AAPL,Apple Inc,20170105,Apple's App Store generated $20 billion for developers in 2016 ,Apple Inc  said on Thursday its App Store generated $20 billion for developers in 2016  a 40 percent increase from 2015  helped by the popularity of games such as Pokemon Go and Super Mario Run and increased revenue from subscriptions.,normal,0.754,0.246,0,0.886
1695,AAPL,Apple Inc,20170105,India reluctant to give special tax incentives to Apple ,India is resisting tech giant Apple Inc's  demand for tax incentives to make iPhones in the country  with the trade minister saying on Thursday that the government may not make exceptions for the U.S. company.,normal,0.897,0.062,0.041,0.2023
1696,AAPL,Apple Inc,20170104,Apple confirms $1 billion investment in SoftBank tech fund ,Apple Inc  confirmed on Wednesday its plans to invest $1 billion in a tech fund being set up by Japan's SoftBank Group Corp .,topStory,1,0,0,0
1697,AAPL,Apple Inc,20170102,Apple partner Wistron seeks to expand India smartphone parts plant: government official ,MUMBAI Smartphone component maker Wistron Corp  which counts Apple Inc among its customers  has applied for permission to expand its plant in the Indian city of Bengaluru  a high-ranking regional government official said on Monday.,topStory,0.935,0.065,0,0.3182
1698,AAPL,Apple Inc,20161230,Apple to cut iPhone production in first quarter of 2017: report ,Apple Inc  will trim production of iPhones by about 10 percent in the January-March quarter of 2017  the Nikkei financial daily reported on Thursday  citing calculations based on data from suppliers.,topStory,1,0,0,0
1699,AAPL,Apple Inc,20161222,Nokia files more patent suits against Apple ,HELSINKI Finnish telecoms networks equipment maker Nokia  said on Thursday it had filed a new set of patent lawsuits against Apple Inc  in Asia  Europe and the United States. | Video ,topStory,0.86,0.089,0.051,0.296
1700,AAPL,Apple Inc,20161222,Nokia shares fall on patent dispute with Apple ,HELSINKI/BELGRADE Nokia  shares fell by nearly 5 percent on Thursday in Helsinki as analysts warned a legal battle with Apple  could delay for years royalty payments that are vital to shoring up the Finnish company's profits.,normal,0.631,0.206,0.164,0.2023
1701,AAPL,Apple Inc,20161222,Nokia sues Apple for infringing patents  industry back on war footing ,BELGRADE/HELSINKI Nokia Corp  said on Wednesday it had filed a number of lawsuits against Apple Inc  for violating 32 technology patents  striking back at the iPhone maker's legal action targeting the one-time cellphone industry leader a day earlier. | Video ,normal,0.807,0.068,0.125,-0.5106
1702,AAPL,Apple Inc,20161220,Apple's new AirPods tough to recycle: report ,SAN FRANCISCO Apple Inc's  new wireless headphones could be a problem for recyclers  according to an electronics firm that took apart the device to review its component parts.,topStory,0.906,0,0.094,-0.4019
1703,AAPL,Apple Inc,20161219,Apple appeals against EU tax ruling  Brussels says no cause for low tax bill ,BRUSSELS Apple Inc.  appealed on Monday against a $14-billion tax demand as the European Union issued details of its ruling that the iPhone maker won sweetheart tax deals from the Irish government which amounted to illegal subsidies. | Video ,topStory,0.716,0.174,0.111,0.5994
1704,AAPL,Apple Inc,20161219,Irish fight yesterday's tax war with Apple spat ,LONDON (Reuters Breakingviews) - Ireland and Apple's tax tussle with the European Commission could be the last big case of its kind  if U.S. President-elect Donald Trump's desire to let domestic companies repatriate cash is more than a one-off. Dublin on Monday appealed commission demands for the U.S. tech giant to pay the country 13 billion euros ($13.6 billion) in back taxes  saying it had misapplied state aid rules and was confused about international tax law. Senior Apple executives told Reu,normal,0.884,0.072,0.044,0.5267
1705,AAPL,Apple Inc,20161219,Ireland accuses EU of exceeding power in Apple tax case ,DUBLIN Ireland accused the European Commission on Monday of exceeding its powers and interfering with the EU member's national sovereignty over tax affairs in ruling that Apple  owes Dublin billions of euros in taxes  saying it had failed to give proper reasons for its decision.,normal,0.887,0,0.113,-0.6705
1706,AAPL,Apple Inc,20161216,Porsche race car engineer joins Apple: source ,FRANKFURT Apple poached the technical director of Porsche's race car program earlier this year  a company source said on Friday  hiring a project manager who helped engineer the sports car company's victorious return to the Le Mans endurance race.,topStory,1,0,0,0
1707,AAPL,Apple Inc,20161216,With bylaw tweaks  Apple grants activist one of three wishes ,BOSTON/SAN FRANCISCO Apple Inc's board relaxed some rules for director nominations by outside investors but stopped short of broader changes sought by an activist shareholder.,normal,0.838,0.077,0.086,-0.0644
1708,AAPL,Apple Inc,20161216,Apple can sell iPhone 7s in Indonesia after R&D investment commitment ,JAKARTA Apple Inc has committed to invest around $44 million in a research and development center in Indonesia over the next three years  a senior government official said  enabling it to start selling its latest iPhone 7 in the Southeast Asian nation.,normal,0.948,0.052,0,0.2732
1709,AAPL,Apple Inc,20161213,Apple AirPod headphones available for sale after two-month delay ,Apple Inc  said on Tuesday its wireless AirPod headphones were now available through its website  two months after the company delayed their launch for unexplained reasons.,topStory,0.929,0,0.071,-0.2263
1710,AAPL,Apple Inc,20161212,Apple in talks to invest $1 billion in SoftBank tech fund: source ,Apple Inc  has held talks to invest up to $1 billion in a new $100 billion tech fund being set up by Japan's SoftBank Group Corp   a source familiar with the matter told Reuters on Monday.,topStory,0.968,0.032,0,0.0258
1711,AAPL,Apple Inc,20161207,Foxconn says in preliminary discussions to expand U.S. operations ,TAIPEI Foxconn  the world's largest contract electronics manufacturer and a major Apple Inc  supplier  said on Wednesday that it was in preliminary discussions to expand its operations in the United States. | Video ,topStory,0.85,0.15,0,0.6249
1712,AAPL,Apple Inc,20161207,SoftBank's Son pledges $50 billion  Foxconn eyes U.S. expansion as Trump woos Asian firms ,NEW YORK Two of Asia's biggest technology companies said they were looking to expand investment in the United States  as President-elect Donald Trump pushes to bring manufacturing and jobs back home. | Video ,normal,0.855,0.145,0,0.6249
1713,AAPL,Apple Inc,20161207,Discounts  advertising spur brisk Apple Watch sales ,SAN FRANCISCO Apple Watch sales appear to have rebounded for the holidays from mid-year doldrums on a redesign  price cuts and strong promotions  but analysts say long-term demand has yet to be proven. | Video ,normal,0.799,0.109,0.092,0.1531
1714,AAPL,Apple Inc,20161207,U.S. Supreme Court backs Samsung in smartphone fight with Apple ,The U.S. Supreme Court on Tuesday sided with Samsung in its big-money smartphone patent fight with Apple  throwing out an appeals court ruling that the South Korean company had to pay a $399 million penalty to its American rival for copying key iPhone designs.,normal,0.786,0.073,0.141,-0.34
1715,AAPL,Apple Inc,20161206,Apple Watch sales to consumers set record in holiday week  says Apple's Cook ,SAN FRANCISCO Sales of the Apple Watch to consumers set a record during the first week of holiday shopping  and the current quarter is on track to be the best ever for the product  Apple Inc  Chief Executive Tim Cook told Reuters. | Video ,topStory,0.853,0.147,0,0.7845
1716,AAPL,Apple Inc,20161206,California EPA says settled with Apple on hazardous waste claims ,The California Environmental Protection Agency on Tuesday said Apple Inc agreed to pay $450 000 to settle state claims that it had mishandled hazardous electronic waste at facilities in Silicon Valley.,normal,0.816,0.061,0.122,-0.2732
1717,AAPL,Apple Inc,20161206,Cyber security start-up Secdo raises $10 million ,TEL AVIV Secdo has raised $10 million in a funding round led by RDC  a subsidiary of Israel's Elron Electronic Industries and Rafael  Check Point Software co-founder Marius Nacht  and the founders of Anobit  which was acquired by Apple.,normal,1,0,0,0
1718,AAPL,Apple Inc,20161206,Trump's corporate tax holiday could spur pharma M&A ,U.S. President-elect Donald Trump's plan to incentivize U.S. companies to repatriate their swelling overseas cash piles could spur a new wave of dealmaking in a pharmaceutical industry seeking to buy its way into growth.,normal,0.923,0.077,0,0.3818
1719,AAPL,Apple Inc,20161203,Apple shows ambition to get into self-driving car race ,WASHINGTON Apple Inc  is wading in to the debate over regulation of self-driving cars  declaring it is excited about the potential for automated transportation and calling on U.S. regulators not to restrict testing of such vehicles.,topStory,0.881,0.119,0,0.555
1720,AAPL,Apple Inc,20161203,Wall Street little changed as bank rally pauses ,U.S. stocks ended little changed on Friday after a payrolls report did little to recast expectations for an interest rate hike from the Federal Reserve this month and bank stocks cooled to round out their fourth straight week of gains. | Video ,normal,0.835,0.165,0,0.743
1721,AAPL,Apple Inc,20161130,Cook ups Apple support for fight against AIDS ,Apple Inc  is expanding its support for the fight against AIDS through the (RED) charity founded by rock singer Bono  Chief Executive Tim Cook said in an interview ahead of World Aids Day.,topStory,0.787,0.144,0.068,0.4404
1722,AAPL,Apple Inc,20161129,Australian regulator set to oppose collective bank bargaining on Apple Pay ,SYDNEY Australia's antitrust regulator said on Tuesday it is likely to deny four local banks permission to collectively bargain with Apple Inc  in relation to its mobile digital payments system.,topStory,0.87,0.056,0.075,-0.1531
1723,AAPL,Apple Inc,20161129,UPDATE 3-Australian regulator set to oppose collective bank bargaining on Apple Pay ,* Setback for banks looking to roll out their own digital wallets,normal,1,0,0,0
1724,AAPL,Apple Inc,20161129,Taiwan stocks rise to near 3-week high; techs up ,TAIPEI  Nov 29 Taiwan stocks rose for a third straight session on Tuesday and hit an almost three-week high  helped by technology heavyweights such as Taiwan Semiconductor Manufacturing Co (TSMC) and Hon Hai Precision Industry .,normal,0.946,0.054,0,0.2263
1725,AAPL,Apple Inc,20161129,CORRECTED-UPDATE 1-Australian regulator opposes collective bank bargaining on Apple Pay ,SYDNEY  Nov 29 Three of Australia's four biggest banks will be barred from collectively bargaining with Apple Inc  in relation to its mobile digital payments system  under a draft decision released by the antitrust regulator on Tuesday.,normal,1,0,0,0
1726,AAPL,Apple Inc,20161128,Australian regulator to block collective bank bargaining on Apple payment system ,SYDNEY  Nov 29 Australia's antitrust regulator said on Tuesday it was planning to deny some banks authorisation to collectively bargain with Apple Inc in relation to its mobile digital payment system.,topStory,0.873,0.054,0.072,-0.1531
1727,AAPL,Apple Inc,20161121,BRIEF-Apple abandons development of wireless routers - Bloomberg  citing sources ,* Apple abandons development of wireless routers - Bloomberg  citing sources,topStory,0.777,0,0.223,-0.3182
1728,AAPL,Apple Inc,20161117,BRIEF-Foxconn studying possibility of moving iPhone production to U.S. - Nikkei ,* Hon Hai Precision Industry has been studying the possibility of moving iPhone production to the U.S. - Nikkei,topStory,1,0,0,0
1729,AAPL,Apple Inc,20161117,Taiwan stocks rise; TSMC  Hon Hai track Apple shares higher ,TAIPEI  Nov 17 Taiwan stocks rose on Thursday  led by Taiwan Semiconductor Manufacturing Co and other Apple Inc suppliers after Apple shares gained more than 2 percent in U.S. trading on Wednesday.,normal,0.858,0.142,0,0.5859
1730,AAPL,Apple Inc,20161116,Apple  tech stocks show signs of life after Trump thump ,Shares of Apple gain 2.3 pct on Wednesday in their biggest increase since President-elect Donald Trump's surprise election victory a week ago,topStory,0.63,0.37,0,0.8402
1731,AAPL,Apple Inc,20161116,Apple  tech stocks show signs of life after Trump thump ,** Shares of Apple gain 2.3 pct on Wednesday in their biggest increase since President-elect Donald Trump's surprise election victory a week ago,normal,0.643,0.357,0,0.8402
1732,AAPL,Apple Inc,20161116,Taiwan to ask for removal of Uber apps from Apple  Google app stores ,TAIPEI Taiwan plans to ask Apple Inc  and Alphabet Inc's  Google to pull apps of Uber Technologies available in Taiwan on their app stores  a government official said  upping pressure on the ride-hailing firm that is locked in a dispute with the island.,normal,0.888,0,0.112,-0.5994
1733,AAPL,Apple Inc,20161116,Taiwan to ask for removal of Uber apps from Apple  Google app stores ,TAIPEI  Nov 16 Taiwan plans to ask Apple Inc  and Alphabet Inc's Google to pull apps of Uber Technologies available in Taiwan on their app stores  a government official said  upping pressure on the ride-hailing firm that is locked in a dispute with the island.,normal,0.893,0,0.107,-0.5994
1734,AAPL,Apple Inc,20161115,Chinese consumers' body takes up complaints of iPhone shutdowns with Apple ,"The China Consumers Association (CCA) has asked Apple  to investigate ""a considerable number"" of reports by users of iPhone 6 and 6s phones that the devices have been shutting off and cannot be turned back on again  it said on Tuesday.",topStory,0.968,0.032,0,0.0772
1735,AAPL,Apple Inc,20161115,Taiwan stocks edge up; techs rebound ,TAIPEI  Nov 15 Taiwan shares rose after two sessions of losses as investors snapped up beaten-down stocks such as smartphone maker HTC Corp.,normal,0.811,0.085,0.104,-0.128
1736,AAPL,Apple Inc,20161115,Apple considering expansion into wearable glasses: Bloomberg ,Apple Inc  is considering expanding into wearable glass headsets and has talked about the project with potential suppliers  Bloomberg reported citing people familiar with the matter.,normal,0.958,0.042,0,0.0258
1737,AAPL,Apple Inc,20161115,Apple considering expansion into wearable glasses - Bloomberg ,Apple Inc is considering expanding into wearable glass headsets and has talked about the project with potential suppliers  Bloomberg reported citing people familiar with the matter.,normal,0.958,0.042,0,0.0258
1738,AAPL,Apple Inc,20161115,Apple considering expansion into wearable glasses - Bloomberg ,Nov 14 Apple Inc is considering expanding into wearable glass headsets and has talked about the project with potential suppliers  Bloomberg reported citing people familiar with the matter.,normal,0.961,0.039,0,0.0258
1739,AAPL,Apple Inc,20161114,Apple stock extends losses after China warning about Trump ,SAN FRANCISCO Apple's  stock extended recent losses on Monday after a warning that iPhone sales could suffer if President-elect Donald Trump follows through on campaign threats to impose new tariffs on China.,topStory,0.657,0,0.343,-0.9118
1740,AAPL,Apple Inc,20161114,BRIEF-Greenlight Capital cuts share stake in Apple  Michael Kors ,* Greenlight Capital Inc cuts share stake in Apple Inc by 24.2 percent to 5.2 million shares - SEC Filing,normal,0.694,0.204,0.102,0.296
1741,AAPL,Apple Inc,20161114,RPT-Apple stock extends losses after China warning about Trump ,SAN FRANCISCO  Nov 14 Apple's stock extended recent losses on Monday after a warning that iPhone sales could suffer if President-elect Donald Trump follows through on campaign threats to impose new tariffs on China.,normal,0.673,0,0.327,-0.9118
1742,AAPL,Apple Inc,20161114,Apple stock extends losses after China warning about Trump ,SAN FRANCISCO  Nov 14 Apple's stock extended recent losses on Monday after a warning that iPhone sales could suffer if President-elect Donald Trump follows through on campaign threats to impose new tariffs on China.,normal,0.673,0,0.327,-0.9118
1743,AAPL,Apple Inc,20161114,BRIEF-Tiger Global Management raises share stake in Apple  cuts share stake in Amazon ,* Tiger Global Management takes share stake of 283 877 Class C capital stock in Alphabet Inc,normal,0.864,0.136,0,0.296
1744,AAPL,Apple Inc,20161111,Taiwan's Hon Hai falls in early trade ,TAIPEI  Nov 11 Shares in Taiwan's Hon Hai Precision Industry Co opened more than 2 percent lower on Friday  in line with broader market weakness.,normal,0.738,0.077,0.185,-0.4703
1745,AAPL,Apple Inc,20161110,BRIEF-Third Point LLC takes share stake in Apple  ups share stake in Monsanto - SEC filing ,* Third Point LLC takes 2.5 million share stake in Apple Inc - SEC filing,topStory,0.845,0.155,0,0.296
1746,AAPL,Apple Inc,20161109,BRIEF-Apple CFO Maestri sells 16 950 shares of co's common stock on Nov 7 ,* Apple Inc CFO Luca Maestri reports open market sale of 16 950 shares of co's common stock on Nov 7 at $110.03 per share - SEC filing,topStory,0.839,0.161,0,0.5267
1747,AAPL,Apple Inc,20161108,Ireland to formally submit appeal on Apple case this week ,DUBLIN Ireland's government will this week formally submit its appeal against the European Commission's multi-billion-euro demand for back taxes from Apple  Finance Minister Michael Noonan said on Tuesday.,topStory,0.947,0,0.053,-0.128
1748,AAPL,Apple Inc,20161107,NBCUniversal in deal to sell ads for Apple News ,Comcast Corp's NBCUniversal will begin selling ads for Apple Inc’s News app next year in an exclusive deal  the companies announced on Monday.,topStory,0.936,0.064,0,0.128
1749,AAPL,Apple Inc,20161107,NBCUniversal in deal to sell ads for Apple News ,Nov 7 Comcast Corp's NBCUniversal will begin selling ads for Apple Inc's News app next year in an exclusive deal  the companies announced on Monday.,normal,0.939,0.061,0,0.128
1750,AAPL,Apple Inc,20161107,UPDATE 2-Taiwan Oct exports jump at fastest pace in two years as holiday shopping nears ,* Economy stabilising  mild recovery seen - central bank   (Adds comment by ministry  cenbank  analyst.),normal,1,0,0,0
1751,AAPL,Apple Inc,20161106,UPDATE 1-Samsung to launch AI assistant service for Galaxy S8 ,* Tech firms' competition on AI technology intensifying   (Updates with background on Samsung),normal,1,0,0,0
1752,AAPL,Apple Inc,20161106,Samsung to launch AI assistant service for Galaxy S8 ,SEOUL  Nov 6 Samsung Electronics Co Ltd  said on Sunday it would launch an artificial intelligence digital assistant service for its upcoming Galaxy S8 smartphone  seeking to rebound from the Galaxy Note 7's collapse and differentiate its devices.,normal,0.847,0.075,0.077,-0.0258
1753,AAPL,Apple Inc,20161105,Japan fund readies $500 mln aid for Japan Display -Asahi ,TOKYO  Nov 5 Japan Display Inc's  state-backed main investor is readying some $500 million in aid for the struggling Apple Inc supplier  whose capital has withered as smartphone sales slow  the Asahi newspaper said on Saturday.,topStory,0.924,0,0.076,-0.4215
1754,AAPL,Apple Inc,20161101,Apple cash trail exposed in Korea bond sale ,* Report of tech giant's bid for KEB paper stirs fears of market boycott,topStory,0.683,0,0.317,-0.6249
1755,AAPL,Apple Inc,20161031,REFILE-INTERVIEW: Australia regulator on lookout for big banks buying fintech startups ,SYDNEY  Oct 31 Australia's competition regulator will closely monitor any plans that involve the nation's big banks buying up smaller financial technology rivals or striking blockchain cooperation deals  Australian Competition and Consumer Commission (ACCC) Chairman Rod Sims said on Monday.,topStory,1,0,0,0
1756,AAPL,Apple Inc,20161031,Australia regulator on lookout for big banks buying fintech startups ,SYDNEY Australia's competition regulator will closely monitor any plans that involve the nation's big banks buying up smaller financial technology rivals or striking blockchain cooperation deals  Australian Competition and Consumer Commission (ACCC) Chairman Rod Sims said on Monday.,normal,1,0,0,0
1757,AAPL,Apple Inc,20161028,Cirrus Logic surges as Wall Street plugs in high-tech earbuds ,SAN FRANCISCO Shares of Apple supplier Cirrus Logic Inc surged 7.5 percent on Friday after its quarterly results beat expectations and Wall Street bet on the future adoption of fancy earbuds with high-end digital technology.,topStory,0.939,0.061,0,0.296
